gutenberg_id,text
126,"example, who would undertake to say that the mysterious and universal"
126,"outbreak of illness, recorded in your columns this very morning as having"
126,"broken out among the indigenous races of Sumatra, has no connection with"
126,some cosmic change to which they may respond more quickly than the more
126,complex peoples of Europe?  I throw out the idea for what it is worth.
126,"To assert it is, in the present stage, as unprofitable as to deny it, but"
126,it is an unimaginative numskull who is too dense to perceive that it is
126,well within the bounds of scientific possibility.
126,
126,"        ""Yours faithfully,"
126,"             ""GEORGE EDWARD CHALLENGER."
126,
126,"""THE BRIARS, ROTHERFIELD."""
126,
126,
126,"""It's a fine, steemulating letter,"" said McArdle thoughtfully, fitting a"
126,"cigarette into the long glass tube which he used as a holder.  ""What's"
126,"your opeenion of it, Mr. Malone?"""
126,
126,I had to confess my total and humiliating ignorance of the subject at
126,"issue.  What, for example, were Fraunhofer's lines?  McArdle had just"
126,been studying the matter with the aid of our tame scientist at the
126,"office, and he picked from his desk two of those many-coloured spectral"
126,bands which bear a general resemblance to the hat-ribbons of some young
126,and ambitious cricket club.  He pointed out to me that there were certain
126,black lines which formed crossbars upon the series of brilliant colours
126,"extending from the red at one end through gradations of orange, yellow,"
126,"green, blue, and indigo to the violet at the other."
126,
126,"""Those dark bands are Fraunhofer's lines,"" said he.  ""The colours are"
126,"just light itself.  Every light, if you can split it up with a prism,"
126,gives the same colours.  They tell us nothing.  It is the lines that
126,"count, because they vary according to what it may be that produces the"
126,light.  It is these lines that have been blurred instead of clear this
126,"last week, and all the astronomers have been quarreling over the reason."
126,Here's a photograph of the blurred lines for our issue to-morrow.  The
126,"public have taken no interest in the matter up to now, but this letter of"
126,"Challenger's in the Times will make them wake up, I'm thinking."""
126,
126,"""And this about Sumatra?"""
126,
126,"""Well, it's a long cry from a blurred line in a spectrum to a sick nigger"
126,in Sumatra.  And yet the chiel has shown us once before that he knows
126,"what he's talking about.  There is some queer illness down yonder, that's"
126,"beyond all doubt, and to-day there's a cable just come in from Singapore"
126,"that the lighthouses are out of action in the Straits of Sundan, and two"
126,"ships on the beach in consequence.  Anyhow, it's good enough for you to"
126,"interview Challenger upon.  If you get anything definite, let us have a"
126,"column by Monday."""
126,
126,"I was coming out from the news editor's room, turning over my new mission"
126,"in my mind, when I heard my name called from the waiting-room below.  It"
126,was a telegraph-boy with a wire which had been forwarded from my lodgings
126,"at Streatham.  The message was from the very man we had been discussing,"
126,and ran thus:--
126,
126,"Malone, 17, Hill Street, Streatham.--Bring oxygen.--Challenger."
126,
126,"""Bring oxygen!""  The Professor, as I remembered him, had an elephantine"
126,sense of humour capable of the most clumsy and unwieldly gambollings.
126,Was this one of those jokes which used to reduce him to uproarious
126,"laughter, when his eyes would disappear and he was all gaping mouth and"
126,"wagging beard, supremely indifferent to the gravity of all around him?  I"
126,"turned the words over, but could make nothing even remotely jocose out of"
126,them.  Then surely it was a concise order--though a very strange one.  He
126,was the last man in the world whose deliberate command I should care to
126,"disobey.  Possibly some chemical experiment was afoot; possibly----Well,"
126,it was no business of mine to speculate upon why he wanted it.  I must
126,get it.  There was nearly an hour before I should catch the train at
126,"Victoria.  I took a taxi, and having ascertained the address from the"
126,"telephone book, I made for the Oxygen Tube Supply Company in Oxford"
126,Street.
126,
126,"As I alighted on the pavement at my destination, two youths emerged from"
126,"the door of the establishment carrying an iron cylinder, which, with some"
126,"trouble, they hoisted into a waiting motor-car.  An elderly man was at"
126,"their heels scolding and directing in a creaky, sardonic voice.  He"
126,turned towards me.  There was no mistaking those austere features and
126,"that goatee beard.  It was my old cross-grained companion, Professor"
126,Summerlee.
126,
126,"""What!"" he cried.  ""Don't tell me that _you_ have had one of these"
126,"preposterous telegrams for oxygen?"""
126,
126,I exhibited it.
126,
126,"""Well, well!  I have had one too, and, as you see, very much against the"
126,"grain, I have acted upon it.  Our good friend is as impossible as ever."
126,The need for oxygen could not have been so urgent that he must desert the
126,usual means of supply and encroach upon the time of those who are really
126,"busier than himself.  Why could he not order it direct?"""
126,
126,I could only suggest that he probably wanted it at once.
126,
126,"""Or thought he did, which is quite another matter.  But it is superfluous"
126,"now for you to purchase any, since I have this considerable supply."""
126,
126,"""Still, for some reason he seems to wish that I should bring oxygen too."
126,"It will be safer to do exactly what he tells me."""
126,
126,"Accordingly, in spite of many grumbles and remonstrances from Summerlee,"
126,"I ordered an additional tube, which was placed with the other in his"
126,"motor-car, for he had offered me a lift to Victoria."
126,
126,"I turned away to pay off my taxi, the driver of which was very"
126,cantankerous and abusive over his fare.  As I came back to Professor
126,"Summerlee, he was having a furious altercation with the men who had"
126,"carried down the oxygen, his little white goat's beard jerking with"
126,"indignation.  One of the fellows called him, I remember, ""a silly old"
126,"bleached cockatoo,"" which so enraged his chauffeur that he bounded out of"
126,"his seat to take the part of his insulted master, and it was all we could"
126,do to prevent a riot in the street.
126,
126,"These little things may seem trivial to relate, and passed as mere"
126,"incidents at the time.  It is only now, as I look back, that I see their"
126,relation to the whole story which I have to unfold.
126,
126,"The chauffeur must, as it seemed to me, have been a novice or else have"
126,"lost his nerve in this disturbance, for he drove vilely on the way to the"
126,station.  Twice we nearly had collisions with other equally erratic
126,"vehicles, and I remember remarking to Summerlee that the standard of"
126,driving in London had very much declined.  Once we brushed the very edge
126,of a great crowd which was watching a fight at the corner of the Mall.
126,"The people, who were much excited, raised cries of anger at the clumsy"
126,"driving, and one fellow sprang upon the step and waved a stick above our"
126,"heads.  I pushed him off, but we were glad when we had got clear of them"
126,"and safe out of the park.  These little events, coming one after the"
126,"other, left me very jangled in my nerves, and I could see from my"
126,companion's petulant manner that his own patience had got to a low ebb.
126,
126,But our good humour was restored when we saw Lord John Roxton waiting for
126,"us upon the platform, his tall, thin figure clad in a yellow tweed"
126,"shooting-suit.  His keen face, with those unforgettable eyes, so fierce"
126,"and yet so humorous, flushed with pleasure at the sight of us.  His ruddy"
126,"hair was shot with grey, and the furrows upon his brow had been cut a"
126,"little deeper by Time's chisel, but in all else he was the Lord John who"
126,had been our good comrade in the past.
126,
126,"""Hullo, Herr Professor!  Hullo, young fella!"" he shouted as he came"
126,toward us.
126,
126,He roared with amusement when he saw the oxygen cylinders upon the
126,"porter's trolly behind us.  ""So you've got them too!"" he cried.  ""Mine is"
126,"in the van.  Whatever can the old dear be after?"""
126,
126,"""Have you seen his letter in the Times?"" I asked."
126,
126,"""What was it?"""
126,
126,"""Stuff and nonsense!"" said Summerlee harshly."
126,
126,"""Well, it's at the bottom of this oxygen business, or I am mistaken,"""
126,said I.
126,
126,"""Stuff and nonsense!"" cried Summerlee again with quite unnecessary"
126,"violence.  We had all got into a first-class smoker, and he had already"
126,lit the short and charred old briar pipe which seemed to singe the end of
126,"his long, aggressive nose."
126,
126,"""Friend Challenger is a clever man,"" said he with great vehemence.  ""No"
126,one can deny it.  It's a fool that denies it.  Look at his hat.  There's
126,"a sixty-ounce brain inside it--a big engine, running smooth, and turning"
126,out clean work.  Show me the engine-house and I'll tell you the size of
126,the engine.  But he is a born charlatan--you've heard me tell him so to
126,"his face--a born charlatan, with a kind of dramatic trick of jumping into"
126,"the limelight.  Things are quiet, so friend Challenger sees a chance to"
126,set the public talking about him.  You don't imagine that he seriously
126,believes all this nonsense about a change in the ether and a danger to
126,"the human race?  Was ever such a cock-and-bull story in this life?"""
126,
126,"He sat like an old white raven, croaking and shaking with sardonic"
126,laughter.
126,
126,A wave of anger passed through me as I listened to Summerlee.  It was
126,disgraceful that he should speak thus of the leader who had been the
126,source of all our fame and given us such an experience as no men have
126,"ever enjoyed.  I had opened my mouth to utter some hot retort, when Lord"
126,John got before me.
126,
126,"""You had a scrap once before with old man Challenger,"" said he sternly,"
126,"""and you were down and out inside ten seconds.  It seems to me, Professor"
126,"Summerlee, he's beyond your class, and the best you can do with him is to"
126,"walk wide and leave him alone."""
126,
126,"""Besides,"" said I, ""he has been a good friend to every one of us."
126,"Whatever his faults may be, he is as straight as a line, and I don't"
126,"believe he ever speaks evil of his comrades behind their backs."""
126,
126,"""Well said, young fellah-my-lad,"" said Lord John Roxton.  Then, with a"
126,"kindly smile, he slapped Professor Summerlee upon his shoulder.  ""Come,"
126,"Herr Professor, we're not going to quarrel at this time of day.  We've"
126,seen too much together.  But keep off the grass when you get near
126,"Challenger, for this young fellah and I have a bit of a weakness for the"
126,"old dear."""
126,
126,But Summerlee was in no humour for compromise.  His face was screwed up
126,"in rigid disapproval, and thick curls of angry smoke rolled up from his"
126,pipe.
126,
126,"""As to you, Lord John Roxton,"" he creaked, ""your opinion upon a matter of"
126,science is of as much value in my eyes as my views upon a new type of
126,"shot-gun would be in yours.  I have my own judgment, sir, and I use it in"
126,"my own way.  Because it has misled me once, is that any reason why I"
126,"should accept without criticism anything, however far-fetched, which this"
126,"man may care to put forward?  Are we to have a Pope of science, with"
126,"infallible decrees laid down _ex cathedra_, and accepted without question"
126,"by the poor humble public?  I tell you, sir, that I have a brain of my"
126,own and that I should feel myself to be a snob and a slave if I did not
126,use it.  If it pleases you to believe this rigmarole about ether and
126,"Fraunhofer's lines upon the spectrum, do so by all means, but do not ask"
126,one who is older and wiser than yourself to share in your folly.  Is it
126,not evident that if the ether were affected to the degree which he
126,"maintains, and if it were obnoxious to human health, the result of it"
126,"would already be apparent upon ourselves?"" Here he laughed with"
126,"uproarious triumph over his own argument.  ""Yes, sir, we should already"
126,"be very far from our normal selves, and instead of sitting quietly"
126,discussing scientific problems in a railway train we should be showing
126,actual symptoms of the poison which was working within us.  Where do we
126,"see any signs of this poisonous cosmic disturbance?  Answer me that, sir!"
126,"Answer me that!  Come, come, no evasion!  I pin you to an answer!"""
126,
126,I felt more and more angry.  There was something very irritating and
126,aggressive in Summerlee's demeanour.
126,
126,"""I think that if you knew more about the facts you might be less positive"
126,"in your opinion,"" said I."
126,
126,Summerlee took his pipe from his mouth and fixed me with a stony stare.
126,
126,"""Pray what do you mean, sir, by that somewhat impertinent observation?"""
126,
126,"""I mean that when I was leaving the office the news editor told me that a"
126,telegram had come in confirming the general illness of the Sumatra
126,"natives, and adding that the lights had not been lit in the Straits of"
126,"Sunda."""
126,
126,"""Really, there should be some limits to human folly!"" cried Summerlee in"
126,"a positive fury.  ""Is it possible that you do not realize that ether, if"
126,"for a moment we adopt Challenger's preposterous supposition, is a"
126,universal substance which is the same here as at the other side of the
126,world?  Do you for an instant suppose that there is an English ether and
126,a Sumatran ether?  Perhaps you imagine that the ether of Kent is in some
126,"way superior to the ether of Surrey, through which this train is now"
126,bearing us.  There really are no bounds to the credulity and ignorance of
126,the average layman.  Is it conceivable that the ether in Sumatra should
126,be so deadly as to cause total insensibility at the very time when the
126,"ether here has had no appreciable effect upon us whatever?  Personally, I"
126,can truly say that I never felt stronger in body or better balanced in
126,"mind in my life."""
126,
126,"""That may be.  I don't profess to be a scientific man,"" said I, ""though I"
126,have heard somewhere that the science of one generation is usually the
126,"fallacy of the next.  But it does not take much common sense to see that,"
126,"as we seem to know so little about ether, it might be affected by some"
126,local conditions in various parts of the world and might show an effect
126,"over there which would only develop later with us."""
126,
126,"""With 'might' and 'may' you can prove anything,"" cried Summerlee"
126,"furiously.  ""Pigs may fly.  Yes, sir, pigs _may_ fly--but they don't.  It"
126,is not worth arguing with you.  Challenger has filled you with his
126,nonsense and you are both incapable of reason.  I had as soon lay
126,"arguments before those railway cushions."""
126,
126,"""I must say, Professor Summerlee, that your manners do not seem to have"
126,"improved since I last had the pleasure of meeting you,"" said Lord John"
126,severely.
126,
126,"""You lordlings are not accustomed to hear the truth,"" Summerlee answered"
126,"with a bitter smile.  ""It comes as a bit of a shock, does it not, when"
126,someone makes you realize that your title leaves you none the less a very
126,"ignorant man?"""
126,
126,"""Upon my word, sir,"" said Lord John, very stern and rigid, ""if you were a"
126,"younger man you would not dare to speak to me in so offensive a fashion."""
126,
126,"Summerlee thrust out his chin, with its little wagging tuft of goatee"
126,beard.
126,
126,"""I would have you know, sir, that, young or old, there has never been a"
126,time in my life when I was afraid to speak my mind to an ignorant
126,"coxcomb--yes, sir, an ignorant coxcomb, if you had as many titles as"
126,"slaves could invent and fools could adopt."""
126,
126,"For a moment Lord John's eyes blazed, and then, with a tremendous effort,"
126,he mastered his anger and leaned back in his seat with arms folded and a
126,bitter smile upon his face.  To me all this was dreadful and deplorable.
126,"Like a wave, the memory of the past swept over me, the good comradeship,"
126,"the happy, adventurous days--all that we had suffered and worked for and"
126,won.  That it should have come to this--to insults and abuse!  Suddenly I
126,"was sobbing--sobbing in loud, gulping, uncontrollable sobs which refused"
126,to be concealed.  My companions looked at me in surprise.  I covered my
126,face with my hands.
126,
126,"""It's all right,"" said I.  ""Only--only it _is_ such a pity!"""
126,
126,"""You're ill, young fellah, that's what's amiss with you,"" said Lord John."
126,"""I thought you were queer from the first."""
126,
126,"""Your habits, sir, have not mended in these three years,"" said Summerlee,"
126,"shaking his head.  ""I also did not fail to observe your strange manner"
126,"the moment we met.  You need not waste your sympathy, Lord John.  These"
126,"tears are purely alcoholic.  The man has been drinking.  By the way, Lord"
126,"John, I called you a coxcomb just now, which was perhaps unduly severe."
126,"But the word reminds me of a small accomplishment, trivial but amusing,"
126,which I used to possess.  You know me as the austere man of science.  Can
126,you believe that I once had a well-deserved reputation in several
126,nurseries as a farmyard imitator?  Perhaps I can help you to pass the
126,"time in a pleasant way.  Would it amuse you to hear me crow like a cock?"""
126,
126,"""No, sir,"" said Lord John, who was still greatly offended, ""it would"
126,"_not_ amuse me."""
126,
126,"""My imitation of the clucking hen who had just laid an egg was also"
126,"considered rather above the average.  Might I venture?"""
126,
126,"""No, sir, no--certainly not."""
126,
126,"But in spite of this earnest prohibition, Professor Summerlee laid down"
126,his pipe and for the rest of our journey he entertained--or failed to
126,entertain--us by a succession of bird and animal cries which seemed so
126,"absurd that my tears were suddenly changed into boisterous laughter,"
126,which must have become quite hysterical as I sat opposite this grave
126,Professor and saw him--or rather heard him--in the character of the
126,uproarious rooster or the puppy whose tail had been trodden upon.  Once
126,"Lord John passed across his newspaper, upon the margin of which he had"
126,"written in pencil, ""Poor devil!  Mad as a hatter.""  No doubt it was very"
126,"eccentric, and yet the performance struck me as extraordinarily clever"
126,and amusing.
126,
126,"Whilst this was going on, Lord John leaned forward and told me some"
126,interminable story about a buffalo and an Indian rajah which seemed to me
126,to have neither beginning nor end.  Professor Summerlee had just begun to
126,"chirrup like a canary, and Lord John to get to the climax of his story,"
126,"when the train drew up at Jarvis Brook, which had been given us as the"
126,station for Rotherfield.
126,
126,And there was Challenger to meet us.  His appearance was glorious.  Not
126,"all the turkey-cocks in creation could match the slow, high-stepping"
126,dignity with which he paraded his own railway station and the benignant
126,smile of condescending encouragement with which he regarded everybody
126,"around him.  If he had changed in anything since the days of old, it was"
126,that his points had become accentuated.  The huge head and broad sweep of
126,"forehead, with its plastered lock of black hair, seemed even greater than"
126,"before.  His black beard poured forward in a more impressive cascade, and"
126,"his clear grey eyes, with their insolent and sardonic eyelids, were even"
126,more masterful than of yore.
126,
126,He gave me the amused hand-shake and encouraging smile which the head
126,"master bestows upon the small boy, and, having greeted the others and"
126,"helped to collect their bags and their cylinders of oxygen, he stowed us"
126,and them away in a large motor-car which was driven by the same impassive
126,"Austin, the man of few words, whom I had seen in the character of butler"
126,upon the occasion of my first eventful visit to the Professor.  Our
126,journey led us up a winding hill through beautiful country.  I sat in
126,"front with the chauffeur, but behind me my three comrades seemed to me to"
126,be all talking together.  Lord John was still struggling with his buffalo
126,"story, so far as I could make out, while once again I heard, as of old,"
126,the deep rumble of Challenger and the insistent accents of Summerlee as
126,their brains locked in high and fierce scientific debate.  Suddenly
126,Austin slanted his mahogany face toward me without taking his eyes from
126,his steering-wheel.
126,
126,"""I'm under notice,"" said he."
126,
126,"""Dear me!"" said I."
126,
126,"Everything seemed strange to-day.  Everyone said queer, unexpected"
126,things.  It was like a dream.
126,
126,"""It's forty-seven times,"" said Austin reflectively."
126,
126,"""When do you go?"" I asked, for want of some better observation."
126,
126,"""I don't go,"" said Austin."
126,
126,"The conversation seemed to have ended there, but presently he came back"
126,to it.
126,
126,"""If I was to go, who would look after 'im?""  He jerked his head toward"
126,"his master.  ""Who would 'e get to serve 'im?"""
126,
126,"""Someone else,"" I suggested lamely."
126,
126,"""Not 'e.  No one would stay a week.  If I was to go, that 'ouse would run"
126,down like a watch with the mainspring out.  I'm telling you because
126,"you're 'is friend, and you ought to know.  If I was to take 'im at 'is"
126,"word--but there, I wouldn't have the 'eart.  'E and the missus would be"
126,like two babes left out in a bundle.  I'm just everything.  And then 'e
126,"goes and gives me notice."""
126,
126,"""Why would no one stay?"" I asked."
126,
126,"""Well, they wouldn't make allowances, same as I do.  'E's a very clever"
126,"man, the master--so clever that 'e's clean balmy sometimes.  I've seen"
126,"'im right off 'is onion, and no error.  Well, look what 'e did this"
126,"morning."""
126,
126,"""What did he do?"""
126,
126,Austin bent over to me.
126,
126,"""'E bit the 'ousekeeper,"" said he in a hoarse whisper."
126,
126,"""Bit her?"""
126,
126,"""Yes, sir.  Bit 'er on the leg.  I saw 'er with my own eyes startin' a"
126,"marathon from the 'all-door."""
126,
126,"""Good gracious!"""
126,
126,"""So you'd say, sir, if you could see some of the goings on.  'E don't"
126,make friends with the neighbors.  There's some of them thinks that when
126,"'e was up among those monsters you wrote about, it was just ''Ome, Sweet"
126,"'Ome' for the master, and 'e was never in fitter company.  That's what"
126,"_they_ say.  But I've served 'im ten years, and I'm fond of 'im, and,"
126,"mind you, 'e's a great man, when all's said an' done, and it's an honor"
126,"to serve 'im.  But 'e does try one cruel at times.  Now look at that,"
126,"sir.  That ain't what you might call old-fashioned 'ospitality, is it"
126,"now?  Just you read it for yourself."""
126,
126,"The car on its lowest speed had ground its way up a steep, curving"
126,ascent.  At the corner a notice-board peered over a well-clipped hedge.
126,"As Austin said, it was not difficult to read, for the words were few and"
126,arresting:--
126,
126,                 +---------------------------------------+
126,                 |               WARNING.                |
126,                 |                ----                   |
126,"                 |  Visitors, Pressmen, and Mendicants   |"
126,                 |        are not encouraged.            |
126,                 |                                       |
126,                 |                  G. E. CHALLENGER.    |
126,                 +---------------------------------------+
126,
126,
126,"""No, it's not what you might call 'earty,"" said Austin, shaking his head"
126,"and glancing up at the deplorable placard.  ""It wouldn't look well in a"
126,"Christmas card.  I beg your pardon, sir, for I haven't spoke as much as"
126,"this for many a long year, but to-day my feelings seem to 'ave got the"
126,"better of me.  'E can sack me till 'e's blue in the face, but I ain't"
126,"going, and that's flat.  I'm 'is man and 'e's my master, and so it will"
126,"be, I expect, to the end of the chapter."""
126,
126,"We had passed between the white posts of a gate and up a curving drive,"
126,"lined with rhododendron bushes.  Beyond stood a low brick house, picked"
126,"out with white woodwork, very comfortable and pretty.  Mrs. Challenger, a"
126,"small, dainty, smiling figure, stood in the open doorway to welcome us."
126,
126,"""Well, my dear,"" said Challenger, bustling out of the car, ""here are our"
126,"visitors.  It is something new for us to have visitors, is it not?  No"
126,"love lost between us and our neighbors, is there?  If they could get rat"
126,"poison into our baker's cart, I expect it would be there."""
126,
126,"""It's dreadful--dreadful!"" cried the lady, between laughter and tears."
126,"""George is always quarreling with everyone.  We haven't a friend on the"
126,"countryside."""
126,
126,"""It enables me to concentrate my attention upon my incomparable wife,"""
126,"said Challenger, passing his short, thick arm round her waist.  Picture a"
126,"gorilla and a gazelle, and you have the pair of them.  ""Come, come, these"
126,"gentlemen are tired from the journey, and luncheon should be ready.  Has"
126,"Sarah returned?"""
126,
126,"The lady shook her head ruefully, and the Professor laughed loudly and"
126,stroked his beard in his masterful fashion.
126,
126,"""Austin,"" he cried, ""when you have put up the car you will kindly help"
126,"your mistress to lay the lunch.  Now, gentlemen, will you please step"
126,"into my study, for there are one or two very urgent things which I am"
126,"anxious to say to you."""
126,
126,
126,
126,Chapter II
126,
126,THE TIDE OF DEATH
126,
126,
126,"As we crossed the hall the telephone-bell rang, and we were the"
126,involuntary auditors of Professor Challenger's end of the ensuing
126,"dialogue.  I say ""we,"" but no one within a hundred yards could have"
126,"failed to hear the booming of that monstrous voice, which reverberated"
126,through the house.  His answers lingered in my mind.
126,
126,"""Yes, yes, of course, it is I....  Yes, certainly, _the_ Professor"
126,"Challenger, the famous Professor, who else?...  Of course, every word of"
126,"it, otherwise I should not have written it....  I shouldn't be"
126,surprised....  There is every indication of it....  Within a day or so at
126,"the furthest....  Well, I can't help that, can I?...  Very unpleasant, no"
126,"doubt, but I rather fancy it will affect more important people than you."
126,"There is no use whining about it....  No, I couldn't possibly.  You must"
